filename,Rice_or_chips,Diet,Cuisine_org,Cuisine,Dish_name,Home_or_restaurant,Ingredients,Healthiness_rating,Healthiness_rating_int,Likeness,Likeness_int,Benchmark_A
000968.jpg,Rice,vegan,thailand,thai,chicken_rice,home,"rice,chicken",healthy,4.0,like,4.0,Train
000974.jpg,Rice,vegetarian,indian,indian,cauliflower_curry_with_rice,home,"2_cups_cauliflower_florets_(gobi)
2_medium-sized_potatoes_(aloo),peeled_and_cubed
1_medium-sized_onion,finely_chopped
2_tomatoes,finely_chopped
2-3_cloves_of_garlic,minced
1-inch_piece_of_ginger,grated
2_green_chilies,slit_(adjust_to_your_spice_preference)
1/2_teaspoon_cumin_seeds
1/2_teaspoon_turmeric_powder
1_teaspoon_red_chili_powder_(adjust_to_taste)
1_teaspoon_coriander_powder
1/2_teaspoon_cumin_powder
1/2_teaspoon_garam_masala
salt_to_taste
2_tablespoons_cooking_oil
fresh_coriander_leaves_for_garnish_
rice_ingredients:
1_cup_basmati_rice
2_cups_water
1_teaspoon_cooking_oil
salt_to_taste",healthy,4.0,like,4.0,Test
000975.jpg,Rice,vegan,indian,indian,vegetable_pulao,home,"rice,oil,corn,carrot,spices,salt",very_healthy,5.0,strongly_like,5.0,Train
000980.jpg,Rice,non_vegetarian,taiwan/chinese,taiwan_chinese,beef_rice,home,"brown_rice_with_herbs,parsley,cheese,meet_with_butter_and_garlic",unhealthy,2.0,strongly_like,5.0,Train
000981.jpg,Rice,vegetarian,indian,indian,paneer_pyaza_with_rice,home,"cottage_cheese,onion,tomato,ginger-garlic_paste,red_chilli_powder,tumeric_powder,coriander_powder,warming_spice,rice,oil,salt",healthy,4.0,like,4.0,Train
000983.jpg,Rice,vegetarian,indian,indian,sorrel_leaves_biryani,home,"basmati_rice,bay_leaf,green_cardamom,cinnamon_stick,salt,sorrel_leaves_paste,large_onion,tomatoes,yogurt,ginger_garlic_paste,turmeric_powder,red_chilli_powder,ghee",very_healthy,5.0,strongly_like,5.0,Train
000985.jpg,Rice,vegetarian,indian,indian,rice_and_tomato_curry,home,"rice,tomato,curry_sauce",healthy,4.0,strongly_like,5.0,Train
000989.jpg,Rice,vegetarian,indian,indian,sprouted_brown_chickpea_curry,home,"brown_sprout,potato,tomato,garlic,curry_leaves,onions,turmeric_powder,salt,basmati_rice,olive_oil",healthy,4.0,strongly_like,5.0,Train
000991.jpg,Rice,vegan,indian,indian,potato_curry_with_rice,home,"potatoes,olive_oil,onions,garlic,chilli_powder,rice,salt,pepper",neutral,3.0,neutral,3.0,Test
000993.jpg,Rice,vegetarian,indian,indian,dal_chawal,home,"pigeon_pea,salt,sunflower_oil,turmeric_powder,water,rice,red_chilli_powder",very_healthy,5.0,strongly_like,5.0,Train
000994.jpg,Rice,vegan,chinese,chinese,rice,home,rice,neutral,3.0,neutral,3.0,Train
000996.jpg,Chips,non_vegetarian,united_states,american,fried_chicken_and_chips,restaurant,"chicken,flour,oil,potato",very_unhealthy,1.0,strongly_like,5.0,Train
000997.jpg,Rice,non_vegetarian,indian,indian,mutton_korma_&_rice,home,"mutton,olive_oil,spices,ginger,garlic,curd,fresh_cream_&_rice",neutral,3.0,like,4.0,Test
001002.jpg,Rice,vegan,indian,indian,pulihora_with_ivy_gourd_curry,home,"rice,tamarind_pulp,mustard_seeds,split_chickpeas,split_black_gram,peanuts,curry_leaves,red_chillies,salt,ivy_gourd,onions,tomatoes",healthy,4.0,strongly_dislike,1.0,Train
001014.jpg,Rice,vegetarian,indian,indian,dal_rice,home,"moong_dal(indian_pulse),salt,turmeric,indian_spices,corriander_leaves,rice",very_healthy,5.0,strongly_like,5.0,Test
001016.jpg,Chips,non_vegetarian,british,british,sausage_with_chips_and_eggs,restaurant,"pork_sausage,eggs,potato,oil,salt",healthy,4.0,dislike,2.0,Test
001023.jpg,Rice,vegan,turkish,turkish,pilaf,home,"rice,salt,turmeric,coriander_powder,onion,tomato,cabbage,lemon,oil,coriander,lemon",healthy,4.0,neutral,3.0,Train
001024.jpg,Rice,vegetarian,indian,indian,soya_chunks_curry_and_rice,home,"white_rice,vegetable_oil,soya_chunks,mustard_seeds,cumin_seeds,tomato,onion,ginger_and_garlic_paste,red_chilli_powder,turmeric_powder,coriander_powder,garam_masala,salt,water",healthy,4.0,like,4.0,Train
001025.jpg,Rice,vegetarian,south-indian,south_indian,"pulao_rice_with_onion_pakoda,raita_&_cashew_kurma",home,"basmati_rice,ghee,cloves,onions,yogurt,cornflour,beans,anise,butter,coconut,cashew_nuts,green_chilllies,ginger,coriander_leaves",healthy,4.0,strongly_like,5.0,Train
001029.jpg,Rice,vegetarian,indian,indian,tehri,home,"rice,boiled_peas,onions,potatoes,tomato,indian_spices",neutral,3.0,dislike,2.0,Test
001037.jpg,Chips,vegetarian,british,british,chunky_chips,south_oxhey_fish_and_chips,"potato,oil",very_unhealthy,1.0,like,4.0,Train
001042.jpg,Rice,vegetarian,indian,indian,rajma_chawal,home,"kidney_beans,spices,chillies,rice",very_healthy,5.0,strongly_like,5.0,Test
001045.jpg,Rice,non_vegetarian,indonesian,indonesian,roasted_chicken_and_rice,home,"chicken,garlic_paste,salt,onion_powder,ground_corriander,rice,fried_shallots",neutral,3.0,like,4.0,Train
001046.jpg,Rice,non_vegetarian,thai,thai,khao_mun_chicken,rosa's,"chicken,rice,cucumber",unhealthy,2.0,strongly_like,5.0,Test
001052.jpg,Rice,non_vegetarian,indian,indian,chicken_biryani,home,"chicken,basmati_rice,bay_leaf,green_cardamom,cinnamon_stick,salt,large_onion,tomatoes,yogurt,ginger_garlic_paste,turmeric_powder,red_chilli_powder,ghee",neutral,3.0,strongly_like,5.0,Test
001058.jpg,Rice,non_vegetarian,indian,indian,rice_and_meat_curry,home,"rice,meat,curry_sauce",healthy,4.0,like,4.0,Train
001061.jpg,Rice,vegetarian,north_indian,north_indian,rice_keer_and_khaju_kathli,home,"rice,sugar,milk,badam,cashew",neutral,3.0,strongly_like,5.0,Train
001063.jpg,Rice,vegetarian,indian,indian,rice_and_lentil_with_indian-_style_scrambled_eggs,home,"rice,split-pigeon_peas,cumin_seeds,green_chilli_paste,tumeric_powder,oil,red_chilli_powder,coriander_powder,salt",very_healthy,5.0,neutral,3.0,Train
001070.jpg,Rice,vegetarian,indian,indian,khichdi_and_spinach_curry,home,"moong_daal,spinach,aubergine,spices",very_healthy,5.0,like,4.0,Train
001071.jpg,Rice,vegetarian,indian,indian,red_lentils_soup_with_steamed_rice,home,"red_lentils,tomato,onion,garlic,ghee,spices,rice,cilantro,salt,water",healthy,4.0,neutral,3.0,Train
001072.jpg,Chips,non_vegetarian,british,british,french_fries_and_meatloaf_with_salad,curve,"potato,corn,beef,flour,ketchup",healthy,4.0,neutral,3.0,Test
001073.jpg,Chips,vegetarian,belgian,belgian,fries,domino’s,"mashed_potatoes,salt",unhealthy,2.0,dislike,2.0,Train
001075.jpg,Rice,non_vegetarian,jamaican,jamaican,"jerk_chicken,rice_&_peas",home,"jerk_marinade,chicken,cauliflower_rice,kidney_beans,coconut_milk,sprouts,kale",healthy,4.0,like,4.0,Test
001076.jpg,Chips,non_vegetarian,british,british,fried_chicken_burger_with_fries,restaurant,"bread,french_fries,chicken",unhealthy,2.0,neutral,3.0,Train
001077.jpg,Rice,vegan,chinese,chinese,mixed_congee,home,"purple_sweet_potato,purple_glutinous_rice,black_glutinous_rice,kidney_bean,chestnut",healthy,4.0,like,4.0,Test
001078.jpg,Rice,vegetarian,kerala,kerala,puttu_with_kdala_curry,home,"puttu_rice_flour,grated_coconut,water,salt,black_chickpeas,onions,red_chili_powder,coriander_powder,garam_masala,mustard_seeds,cumin_seeds",very_healthy,5.0,strongly_like,5.0,Train
001084.jpg,Chips,non_vegetarian,portuguese,portuguese,grilled_chicken_wrap,restaurant,"chips,chicken,lettuce,peri-peri_sauce,halloumi,",neutral,3.0,strongly_like,5.0,Test
001100.jpg,Rice,non_vegetarian,middle_eastern,middle_eastern,roasted_chicken_leg_with__spicy_rice,home,"rice_with_meet_and_middle_eastern_spices,roasted_chicken_leg_with_olive_oil",healthy,4.0,strongly_like,5.0,Train
001109.jpg,Rice,vegetarian,indian,indian,rajma_with_rice,home,"kidney_beans,onions,tomatoes,green_chili,ginger_garlic_paste,turmeric,coriander_powder,salt,rice,water",healthy,4.0,strongly_like,5.0,Train
001116.jpg,Rice,vegetarian,pakistani,pakistani,boiled_white_rice,home,"white_rice,water",healthy,4.0,like,4.0,Train
001121.jpg,Rice,non_vegetarian,chinese,chinese,honey_chicken_and_rice,home,"sesame_seeds,flour,soy_sauce,eggwhites,rice,diced_chicken,clove_garlic",healthy,4.0,strongly_like,5.0,Test
001123.jpg,Chips,non_vegetarian,british,british,chicken_pasta,the_curve,"chicken,cheese,pasta,potato,cabbage,spinach,pea",healthy,4.0,like,4.0,Test
001124.jpg,Chips,vegetarian,american_cuisine,american,french_fries,home,"potato,oil,salt",healthy,4.0,strongly_like,5.0,Test
001129.jpg,Rice,non_vegetarian,indian,indian,chicken_biriyani,home,"rice,chicken,tamarind_powder,curd,onion,spices,oil",healthy,4.0,strongly_like,5.0,Train
001133.jpg,Rice,non_vegetarian,indian,indian,chicken_biryani,home,"basmati_rice,boneless_chicken,oil,ginger_garlic_paste,corriander_and_mint_leaves,salt,water",neutral,3.0,strongly_like,5.0,Train
001135.jpg,Rice,non_vegetarian,indian,indian,curry,home,"rice,chicken,carrots,onion,mixed_herbs",healthy,4.0,like,4.0,Train
001137.jpg,Rice,non_vegetarian,japanese,japanese,chicken_katsu_curry,restaurant,"curry_sauce,rice,wheat_flour,curry_powder,onion_powder,garlic_powder,chicken_breast,batter_mix,breadcrumb,sunflower_oil",neutral,3.0,neutral,3.0,Train
001146.jpg,Chips,non_vegetarian,british,british,cod_and_chips_with_salad,restaurant,"fish_fillets,all-purpose_flour,baking_soda,salt,pepper,beer,potato,",neutral,3.0,neutral,3.0,Test
001147.jpg,Rice,vegetarian,indian,indian,fried_rice_with_curd,home,"rice,onion,potato,tomato,olive_oil,curd",neutral,3.0,like,4.0,Train
001148.jpg,Rice,non_vegetarian,chinese,chinese,seafood_fried_rice,home,"white_beans,prawns,eggs,white_rice,vegetables,seasonings,satay_sauce,green_onions,",healthy,4.0,like,4.0,Train
001149.jpg,Rice,vegetarian,indian,indian,shahi_paneer_with_basmati_rice,home,"tomato,garlic,ginger,onions,cream,corriander_leaves,rice",neutral,3.0,strongly_like,5.0,Train
001150.jpg,Rice,vegetarian,pakistani,pakistani,red_kidney_beans_and_rice,home,"tomatoes,onions_garlic,herbs,rice",very_healthy,5.0,like,4.0,Test
001151.jpg,Rice,vegetarian,north_indian,north_indian,vegetable_biriyani,restaurant,"carrot,onion,beans,rice",healthy,4.0,like,4.0,Train
001155.jpg,Rice,non_vegetarian,indian,indian,ghee_rice_with_malai_chicken_curry_and_dry_meat,home,"boiled_rice,chicken,ghee,onion,tomato,salt,turmeric_powder,ginger,garlic,green_chilli,chilli_powder,sunflower_oil,pepper,bay_leaves,garam_masala,cashew_nuts,lemon,clove,coriander_leaves,poppadom,shredded_beef",healthy,4.0,strongly_like,5.0,Test
001156.jpg,Chips,non_vegetarian,fast_food,fast_food,chicken_grizzler_burger,restaurant,"burger_buns,chicken_patty,mayo,leafy_green,onions,cheese,gerkin,tomato,relish_sauce,potato_fries,cheese",healthy,4.0,strongly_like,5.0,Test
001160.jpg,Rice,vegan,indian,indian,daal_(lentil)_rice,home,"rice,pigeon_peas,turmeric_powder,tomatoes,ginger,garlic,green_chilli,salt,cumin_seeds",healthy,4.0,neutral,3.0,Train
001161.jpg,Rice,vegetarian,indian,indian,khichadi_with_curd,home,"rice,tomoato,potato,peas,lentils,salt,water,mustard_oil,green_chilli,curd,pepper,water",very_healthy,5.0,strongly_like,5.0,Train
001166.jpg,Rice,non_vegetarian,persian,persian,tuna_and_rice,home,"tuna,rice",healthy,4.0,strongly_like,5.0,Test
001181.jpg,Chips,non_vegetarian,american,american,chicken_and_chips,kfc,"chicken,potato,breadcrumbs,bbq_sauce,gravy,chicken_stock,salt",very_unhealthy,1.0,strongly_like,5.0,Train
001182.jpg,Rice,non_vegetarian,jamaican,jamaican,prawn_curry_with_rice,home,"prawns,onions,tomatoes,scotch_bonnet,green_and_red_peppers,rice",healthy,4.0,strongly_like,5.0,Test
001184.jpg,Rice,non_vegetarian,japanese,japanese,katsu_chicken_sushi,tesco,"rice,nori_sheets,mayo,chicken,lettuce",neutral,3.0,dislike,2.0,Test
001187.jpg,Rice,non_vegetarian,chineese,chinese,chineese_curry,home,"chicken_breast,coconut_milk,ginger,cornflour,tomato_sauce,soy_sauce,sugar,sesame_oil,turmeric,rice,egg,peas",neutral,3.0,like,4.0,Train
001190.jpg,Rice,non_vegetarian,continental,continental,shrimp_fried_rice,home,"shrimp,olive_oil,garlic,rice,salt,pepper",healthy,4.0,strongly_like,5.0,Test
001201.jpg,Rice,non_vegetarian,chinese,chinese,garlic_chicken_fried_rice,home,"rice,chicken,garlic,egg,beans,broccoli,spring_onions,olive_oil",neutral,3.0,dislike,2.0,Test
001215.jpg,Rice,vegetarian,indian,indian,chickpea_curry_with_vegetable_pulav,home,"chickpeas,tomatoes,onions,cooking_oil_(vegetable_oil,_canola_oil,_or_ghee),garlic,ginger,green_chilies,cumin_seeds,ground_coriander,ground_cumin,turmeric_powder,garam_masala,red_chili_powder,salt,fresh_cilantro_leaves,water,lemon_wedges,rice",unhealthy,2.0,strongly_like,5.0,Train
001216.jpg,Rice,non_vegetarian,indian,indian,rice_with_chicken_curry,home,"chicken,chicken_curry_powder,onion,tomato,sunflower_oil_and_rice",healthy,4.0,like,4.0,Train
001220.jpg,Chips,non_vegetarian,indian,indian,chikken_tikka_with_chips,restaurant,"chicken_pieces,yogurt,ginger_garlic_paste,lemon_juice,chilli_powder,turmeric_powder,cumin_powder,coriander_powder,garam_masala,salt,potato,vegetable_oil",unhealthy,2.0,dislike,2.0,Test
001225.jpg,Rice,vegan,indian,indian,rice_with_green_peas,home,"boiled_rice,green_peas,onion,ginger,garlic,green_chilli,chilli_powder,turmeric_powder,salt,sunflower_oil",healthy,4.0,neutral,3.0,Test
001237.jpg,Rice,vegetarian,south_indian,south_indian,bell_pepper_rice_with_spiced_yogurt,home,"capsicum,yellow_bell_pepper,red_bell_pepper,salt,oil,garam_masala,yogurt,chilli_powder",healthy,4.0,like,4.0,Test
001239.jpg,Rice,vegetarian,indian,indian,vegetable_fried_rice,home,"rice,onion,tomato,turmeric_powder,red_chilli_powder,mushroom,green_bell_pepper",healthy,4.0,neutral,3.0,Test
001240.jpg,Rice,vegetarian,indian,indian,indian_typical_curry,home,"rice,salt,olive_oil,butter,spices,garlic_&_ginger",neutral,3.0,like,4.0,Train
001244.jpg,Chips,vegetarian,french,french,cheese_french_chips,restaurant,"french_friec,cheddar_cheese,mozaralla_cheese,onions,spices",unhealthy,2.0,like,4.0,Train
001245.jpg,Rice,non_vegetarian,chinese,chinese,egg_fried_rice,home,"white_rice,egg,salt,black_pepper,sambhar_powder",healthy,4.0,like,4.0,Train
001246.jpg,Rice,non_vegetarian,chinese,chinese,"egg_friend_rice_with_shrimp,chicken_and_beef",wok_&_box,"rice,egg,soy_sauce,shrimp,chicken,beef,olive_oil,spring_onion,red_pepper,green_pepper",unhealthy,2.0,strongly_like,5.0,Train
001249.jpg,Rice,non_vegetarian,bangladeshi,bangladeshi,chicken_curry_with_lentils_and_rice,home,"chicken,onion,vegetable_oil,tomato,potato,ginger,garlic,green_chilli,curry_powder,garam_masala,cinnamon,turmeric,cumin,lentil,clove,bay_leaf,rice,",healthy,4.0,strongly_like,5.0,Train
001250.jpg,Rice,vegetarian,indian,indian,rice_with_tofu_curry,restaurant,"tomato_sauce,rice,lettuce,coconut,onion_and_garlic_powder,tofu",neutral,3.0,neutral,3.0,Train
001258.jpg,Rice,non_vegetarian,chinese,chinese,fried_rice,home,"rice,egg,onion,garlic,ham_slices,salt,say_sauce,oil",healthy,4.0,like,4.0,Train
001263.jpg,Chips,non_vegetarian,american,american,burger,restaurant,"beef,chicken,onion,mayonnaise,lettuce",neutral,3.0,neutral,3.0,Train
001264.jpg,Rice,non_vegetarian,portuguese,portuguese,1/2_bbq_chicken_with_mashed_potatoes_and_spicy_rice,nandos,"chicken,bbq_sauce,rice,potatoes",unhealthy,2.0,strongly_like,5.0,Train
001270.jpg,Chips,vegetarian,uk,british,potato_wedge,restaurant,"potato,oil,salt",unhealthy,2.0,neutral,3.0,Train
001271.jpg,Rice,non_vegetarian,indian,indian,chicken_curry_with_rice,home,"chicken,yoghurt,onion,tomato,garlic,ginger,olive_oil,rice",healthy,4.0,strongly_like,5.0,Train
001272.jpg,Rice,vegetarian,south_indian,south_indian,tamarind_rice,home,"tamarind,water,jaggery,cooked_rice,groundnuts,curry_leaves,peanuts,mustard_seeds,turmeric_and_red_chilli_powder,puliyogare_powder,chickpeas,black_gram_lentils,salt,coriander_leaves",healthy,4.0,strongly_like,5.0,Train
001273.jpg,Rice,vegetarian,indian,indian,poha,home,"flattened_rice,oil,musturd_seeds,cumin_seeds,curry_leaves,onions,green_chilies,salt,turmeric_powder",healthy,4.0,like,4.0,Train
001275.jpg,Rice,non_vegetarian,persian,persian,tuna_with_rice,home,"tuna_fish,white_rice,lemon_juice",healthy,4.0,neutral,3.0,Train
001286.jpg,Chips,vegetarian,french,french,masala_chips,restaurant,"potatoes,liquid_cheese,grated_cheese,chipotle_sauce,peri_peri_sauce,onion,chilly_sauce,jalapenos",healthy,4.0,strongly_like,5.0,Train
001287.jpg,Rice,vegan,indian,indian,spicy_rice,home,"rice,bay_leaf,black_cardamom,green_cardamom,pepper,clove,coconut,onion,potato,green_peas,red_chilli_powder,coriander_powder,cumin_powder,garlic,ginger,green_chilli,asafoetida,mustard_seeds,oil,salt,sugar,coriander",healthy,4.0,strongly_like,5.0,Test
001288.jpg,Rice,non_vegetarian,korean,korean,kimchi_fried_rice,home,"kimchi,egg,bacon,rice,ketchup,",healthy,4.0,strongly_like,5.0,Test
001297.jpg,Rice,non_vegetarian,afghanistan,afghan,"afghan_chicken,curry",home,"chicken,curd,onion,cashew
green_chili,butter",healthy,4.0,like,4.0,Train
001305.jpg,Rice,vegetarian,indian,indian,veg_pulao,home,"onion,tomato,rice,coriander_leaves,spices",neutral,3.0,strongly_like,5.0,Train
001308.jpg,Chips,non_vegetarian,american,american,bbq_smoky_king,restraurant,"beef_patty,lettuce,mayonaisse,french_fries,bun",neutral,3.0,strongly_like,5.0,Test
001310.jpg,Rice,non_vegetarian,chinese,chinese,meat_ball_rice,home,"pork_meat_ball,rice,cucumber,cabbage,hoisin_sauce",healthy,4.0,like,4.0,Train
001313.jpg,Rice,non_vegetarian,somali,somali,"rice,lamb_meat_and_vegetables",home,"cubed_lamb,potatoes,peas,sweetcorn,carrots,banana,onions,rice",very_healthy,5.0,strongly_like,5.0,Train
001314.jpg,Rice,non_vegetarian,indian,indian,butter_chicken,restaurant,"garlic,tomato,onion,white_rice,naan_bread,cashew_nuts,yoghurt,butter,chicken,ginger,double_cream",neutral,3.0,like,4.0,Train
001315.jpg,Rice,vegetarian,indian,indian,rice_with_lentil_curry,home,"rice,lentils,salt,ghee,beetroot,sunflower_oil_and_spices",healthy,4.0,neutral,3.0,Train
001316.jpg,Rice,vegetarian,indian,indian,rice_and_dal,restaurant,"rice,water,salt,toor_dal,cumin_seeds,garlic,ginger,onion,chilli,tomatoes,turmeric,red_chilin_powder,garam_masala,salt,kasuri_methi,coriander_leaves,lemon,ghee,hing",healthy,4.0,strongly_like,5.0,Test
001324.jpg,Chips,vegetarian,american,american,kfc_twister_wrap_meal,restaurant,"tortilla,chicken_strips,lettuce,mayonnaise,chips",unhealthy,2.0,strongly_like,5.0,Test
001328.jpg,Rice,non_vegetarian,indian,indian,chicken_biriyani,home,"basmati_rice,butter,sunflower_oil,onions,bay_leaf,cardamom_pods,cinnamon_stick,turmeric_powder,chicken,red_chilli_powder,rose_water,kewda_water,biryani_masala,chicken_masala,garam_masala,salt,water",healthy,4.0,strongly_like,5.0,Train
001330.jpg,Chips,non_vegetarian,portuguese,portuguese,piri_piri_burger_and_chips,restaurant,"bun,marinated_chicken,potatoe,lettuce,tomatoes",neutral,3.0,strongly_like,5.0,Train
001341.jpg,Rice,non_vegetarian,indian,indian,ghee_rice_with_chicken_curry,home,"steamed_rice,ghee,cashew,chicken,onions,tomatoes,ginger-garlic_paste,green_chilies,curry_leaves,coriander_leaves,turmeric_powder,coriander,red_chili_powder,garam_masala,coconut_milk,cooking_oil,salt,water",healthy,4.0,strongly_like,5.0,Test
001342.jpg,Rice,vegan,indian,indian,spinach_rice,home,"long-grain_white_rice,chopped_spinach_leaves,onion,garlic,cumin_seeds,dal,chilli_flakes",very_healthy,5.0,strongly_like,5.0,Train
001344.jpg,Rice,vegetarian,indian,indian,masala_veg_rice,restaurant,"onions,capsicum,chilli,rice",neutral,3.0,strongly_like,5.0,Test
001350.jpg,Chips,non_vegetarian,south-african,south_african,fully_loaded_chips,nandos,"chicken,cheese,chips,spring_onions,",neutral,3.0,neutral,3.0,Test
001351.jpg,Chips,non_vegetarian,american_cuisine,american,cheese_burger_and_french_fries,restuarent,"burger_bun,lettuce,tomato,onion,cheese,ketchup,chicken_patty,cheese,mayonnaise,salt,pepper,potato,oil",neutral,3.0,strongly_like,5.0,Train
001356.jpg,Rice,non_vegetarian,fusion,fusion,lemon_herb_chicken,home,"rice,chicken,corriander,lemon,oregano,chili_flakes,curd",very_healthy,5.0,strongly_like,5.0,Train
001361.jpg,Rice,non_vegetarian,indian,indian,rice_and_flat_bread_with_egg_curry_and_salad,home,"rice,water,wheat_flour,egg,onion,salt,turmeric_powder,black_cardamom,cinnamon,black_pepper,cloves,mace,_coriander_powder,cumin_powder,oil,",neutral,3.0,strongly_like,5.0,Test
001365.jpg,Rice,vegetarian,indian,indian,black_pepper_rice,home,"rice,onion,ginger,pepper,salt",healthy,4.0,like,4.0,Test
001366.jpg,Rice,non_vegetarian,chinese,chinese,chicken_fried_rice,tiantian,"peanut_oil,egg,chicken,spring_onion",neutral,3.0,strongly_like,5.0,Train
001368.jpg,Chips,non_vegetarian,norwegian,norwegian,whale_burger,restaurant,"bread,french_fries,whale_meat",neutral,3.0,neutral,3.0,Train
001370.jpg,Rice,non_vegetarian,greek,greek,musaka,home,"rice,potatoes,yoghurt,minced_meat,ragu_sauce,cheese,aubergines,chilli_sauce",healthy,4.0,strongly_like,5.0,Train
001372.jpg,Chips,non_vegetarian,british,british,porkchop,home,"pork_chop,potato’s,olive_oil,cucumber,lettuce,rosemary,thyme,pepper,salt,lemon",healthy,4.0,strongly_like,5.0,Train
001376.jpg,Chips,non_vegetarian,american,american,chicken_popcorn_and_chips,restaurant,"chicken,all_purpose_flour,baking_soda,olive_oil,potato",unhealthy,2.0,like,4.0,Train
001379.jpg,Rice,vegetarian,south_indian,south_indian,puliyogare,home,"rice,tamarind,spices",healthy,4.0,like,4.0,Test
001387.jpg,Rice,vegetarian,chinese,chinese,vegetable_fried_rice,home,"rice,sprint_onion,carrot,coriander_leaves,capsicum,cloves,oil,cabbage,green_chillies",very_healthy,5.0,strongly_like,5.0,Train
001388.jpg,Rice,vegetarian,indian,indian,anna_sambar_pappadam,restaurant,"steamed_rice,toor_dal,carrot,potato,tomato,onion,tamarind_pulp,sambar_powder(spices_mix),cumin_seeds,red_chili_peppers,salt,urad_dal_flour,black_pepper,water,cooking_oil",very_healthy,5.0,strongly_like,5.0,Train
001396.jpg,Chips,non_vegetarian,british,british,beef_with_rice_rolls,restaurant,"beef,chips,rolls",neutral,3.0,dislike,2.0,Train
001398.jpg,Rice,non_vegetarian,indian,indian,white_rice_with_fried_chicken,home,"boiled_rice,chicken,sunflower_oil,chilli_powder,turmeric_powder,salt",healthy,4.0,like,4.0,Train
001405.jpg,Chips,non_vegetarian,american,american,hamburger,harper's_steakhouse_weighbridge,"double_patty,cheddar_cheese,burger_sauce,crisp_lettuce,red_onions",healthy,4.0,neutral,3.0,Train
001406.jpg,Rice,non_vegetarian,sudan,sudan,kofta_and_rice,home,"rice,kofta,potatoes,yoghurt,cucumber,tangerines",healthy,4.0,like,4.0,Train
001408.jpg,Rice,non_vegetarian,indian,indian,south_indian_thali,home,"boiled_rice,toor_dal,potato,onion_stir_fry,prawns_dry_roast,poppadom,salt",healthy,4.0,strongly_like,5.0,Train
001412.jpg,Rice,vegetarian,indian,indian,tamarind_rice_with_ladies_finger_curry,home,"pulliyogarai_mix,rice,ladies_fingers,chilly_powder,tumeric_powder,peanuts_and_sunflower_oil",healthy,4.0,like,4.0,Test
001422.jpg,Rice,vegan,portuguese,portuguese,spicy_rice,restaurant,"white_rice,tomato,onion,vegetable_oil,cumin_seeds",very_healthy,5.0,strongly_like,5.0,Test
001423.jpg,Rice,vegetarian,indian,indian,rice_plate,home,"rice,wheat,yellow_split_pea,sweetyougut,",healthy,4.0,like,4.0,Train
001424.jpg,Rice,non_vegetarian,japanese,japanese,ochazuke,dashi_chazuke,"white_rice,spinach,pickled_plum,sesame_seeds,whitebait,stock",very_healthy,5.0,strongly_like,5.0,Train
001428.jpg,Chips,non_vegetarian,american,american,fried_chicken_skin,restraurant,"chicken,bread_crumbs,oil,fries,salad",unhealthy,2.0,like,4.0,Test
001430.jpg,Rice,non_vegetarian,mediterranean,mediterranean,rice_and_chicken_thighs,home,"rice,turmeric,chicken_thighs,salt,garlic_powder,smoked_paprika,olive_oil,potato,basil",healthy,4.0,like,4.0,Test
001434.jpg,Rice,vegetarian,indian,indian,biriyani,home,"basmati_rice,beans,potatoes,carrots,peas,onions,saffron,cardamom,star_anise,cloves,bay_leaves,salt,chilli_powder,garam_masala,curd,vegetable_oil",unhealthy,2.0,strongly_like,5.0,Train
001438.jpg,Rice,non_vegetarian,asian,asian,sushi,restaurant,"rice,water,chicken,chilli_sauce,panko_bread_crumbs,lettuce,seaseme_seeds",unhealthy,2.0,like,4.0,Train
001441.jpg,Rice,non_vegetarian,chinese,chinese,whole_grain_rice,wok&box,"chicken,beef,shrimps,vegetables,rice",neutral,3.0,like,4.0,Test
001442.jpg,Rice,vegetarian,indian,indian,veg_meal,home,"rice,dal,flour,onion,chillies,pickle",very_healthy,5.0,,,Train
001443.jpg,Rice,non_vegetarian,chinese,chinese,crispy_chinese_chicken,home,"vegetable_oil,eggs,cornstarch,flour,salt,pepper,garlic,chicken_breast_fillets,sesame_oil,chinese_rice_vinegar,honey,sweet_chilli_sauce,brown_sugar,soy_sauce,rice,scallions",healthy,4.0,strongly_like,5.0,Train
001449.jpg,Rice,non_vegetarian,indian,indian,chicken_biryani,home,"rice,water,chicken,tomato,red_pepper,onion,olive_oil,red_chilli,salt,garlic_powder,lemon_slices,stew",healthy,4.0,strongly_like,5.0,Test
001454.jpg,Rice,vegetarian,indian,indian,shahi_paneer_with_brown_rice_and_chapatti,home,"shahi_paneer:
paneer,onion,tomatoes,ginger-garlic_paste,green_chili,cashews,cream,oil,cumin_seeds,coriander_powder,turmeric,garam_masala,cardamom,salt,water._
brown_rice:
brown_rice,water,salt_
chapati:
whole_wheat_flour,water,salt",neutral,3.0,neutral,3.0,Train
001460.jpg,Rice,vegetarian,china,chinese,rice,home,"butter,olive_oil,rice",healthy,4.0,neutral,3.0,Train
001474.jpg,Rice,vegan,indian,indian,spicy_chickpea_curry_with_plain_steamed_rice,home,"chickpeas,rice,special_chickpea_spices,mustard_oil,onion,tomato,ginger_garlic_paste,water",neutral,3.0,neutral,3.0,Train
001480.jpg,Chips,non_vegetarian,portuguese,portuguese,grilled_chicken_wrap_and_fries,restaurant,"grilled_bbq_chicken,tortilla,lettuce,cheese,mayonnaise",neutral,3.0,like,4.0,Train
